region	chr	midPos	Nsites
(96292,96791)(96300,96799)(96300,96800)	Mt	96550	501	0.108116
(96392,96891)(96400,96899)(96400,96900)	Mt	96650	501	0.106282
(96492,96991)(96500,96999)(96500,97000)	Mt	96750	501	0.103755
(96592,97091)(96600,97099)(96600,97100)	Mt	96850	501	0.105638
(96692,97191)(96700,97199)(96700,97200)	Mt	96950	501	0.106175
(96792,97291)(96800,97299)(96800,97300)	Mt	97050	501	0.099978
(96892,97391)(96900,97399)(96900,97400)	Mt	97150	501	0.103721
(96992,97491)(97000,97499)(97000,97500)	Mt	97250	501	0.102693
(97092,97591)(97100,97599)(97100,97600)	Mt	97350	501	0.101636
(97192,97691)(97200,97699)(97200,97700)	Mt	97450	501	0.105262
(97292,97791)(97300,97799)(97300,97800)	Mt	97550	501	0.108983
(97392,97891)(97400,97899)(97400,97900)	Mt	97650	501	0.106722
(97492,97991)(97500,97999)(97500,98000)	Mt	97750	501	0.112472
(97592,98091)(97600,98099)(97600,98100)	Mt	97850	501	0.118125
(97692,98191)(97700,98199)(97700,98200)	Mt	97950	501	0.130427
(97792,98291)(97800,98299)(97800,98300)	Mt	98050	501	0.136541
(97892,98391)(97900,98399)(97900,98400)	Mt	98150	501	0.133513
(97992,98491)(98000,98499)(98000,98500)	Mt	98250	501	0.124495
(98092,98591)(98100,98599)(98100,98600)	Mt	98350	501	0.114649
(98192,98691)(98200,98699)(98200,98700)	Mt	98450	501	0.099715
(98292,98791)(98300,98799)(98300,98800)	Mt	98550	501	0.091730
(98392,98891)(98400,98899)(98400,98900)	Mt	98650	501	0.089516
(98492,98991)(98500,98999)(98500,99000)	Mt	98750	501	0.086977
(98592,99091)(98600,99099)(98600,99100)	Mt	98850	501	0.089508
(98692,99191)(98700,99199)(98700,99200)	Mt	98950	501	0.088579
(98792,99291)(98800,99299)(98800,99300)	Mt	99050	501	0.091564
(98892,99391)(98900,99399)(98900,99400)	Mt	99150	501	0.089783
(98992,99491)(99000,99499)(99000,99500)	Mt	99250	501	0.094232
(99092,99591)(99100,99599)(99100,99600)	Mt	99350	501	0.104058
(99192,99691)(99200,99699)(99200,99700)	Mt	99450	501	0.108284
(99292,99791)(99300,99799)(99300,99800)	Mt	99550	501	0.105441
(99392,99891)(99400,99899)(99400,99900)	Mt	99650	501	0.105518
(99492,99991)(99500,99999)(99500,100000)	Mt	99750	501	0.102477
(99592,100091)(99600,100099)(99600,100100)	Mt	99850	501	0.099150
(99692,100191)(99700,100199)(99700,100200)	Mt	99950	501	0.098740
(99792,100291)(99800,100299)(99800,100300)	Mt	100050	501	0.107181
(99892,100391)(99900,100399)(99900,100400)	Mt	100150	501	0.115045
(99992,100491)(100000,100499)(100000,100500)	Mt	100250	501	0.119262
(100092,100591)(100100,100599)(100100,100600)	Mt	100350	501	0.115492
(100192,100691)(100200,100699)(100200,100700)	Mt	100450	501	0.111026
(100292,100791)(100300,100799)(100300,100800)	Mt	100550	501	0.107548
(100392,100891)(100400,100899)(100400,100900)	Mt	100650	501	0.111159
(100492,100991)(100500,100999)(100500,101000)	Mt	100750	501	0.108698
(100592,101091)(100600,101099)(100600,101100)	Mt	100850	501	0.111714
(100692,101191)(100700,101199)(100700,101200)	Mt	100950	501	0.115157
(100792,101291)(100800,101299)(100800,101300)	Mt	101050	501	0.119758
(100892,101391)(100900,101399)(100900,101400)	Mt	101150	501	0.117070
(100992,101491)(101000,101499)(101000,101500)	Mt	101250	501	0.116193
(101092,101591)(101100,101599)(101100,101600)	Mt	101350	501	0.115204
(101192,101691)(101200,101699)(101200,101700)	Mt	101450	501	0.114095
(101292,101791)(101300,101799)(101300,101800)	Mt	101550	501	0.102005
(101392,101891)(101400,101899)(101400,101900)	Mt	101650	501	0.098959
(101492,101991)(101500,101999)(101500,102000)	Mt	101750	501	0.102554
(101592,102091)(101600,102099)(101600,102100)	Mt	101850	501	0.103842
(101692,102191)(101700,102199)(101700,102200)	Mt	101950	501	0.104834
(101792,102291)(101800,102299)(101800,102300)	Mt	102050	501	0.114525
(101892,102391)(101900,102399)(101900,102400)	Mt	102150	501	0.116999
(101992,102491)(102000,102499)(102000,102500)	Mt	102250	501	0.114835
(102092,102591)(102100,102599)(102100,102600)	Mt	102350	501	0.109231
(102192,102691)(102200,102699)(102200,102700)	Mt	102450	501	0.108930
(102292,102791)(102300,102799)(102300,102800)	Mt	102550	501	0.108547
(102392,102891)(102400,102899)(102400,102900)	Mt	102650	501	0.105897
(102492,102991)(102500,102999)(102500,103000)	Mt	102750	501	0.102793
(102592,103091)(102600,103099)(102600,103100)	Mt	102850	501	0.100410
(102692,103191)(102700,103199)(102700,103200)	Mt	102950	501	0.099196
(102792,103291)(102800,103299)(102800,103300)	Mt	103050	501	0.095627
(102892,103391)(102900,103399)(102900,103400)	Mt	103150	501	0.092930
(102992,103491)(103000,103499)(103000,103500)	Mt	103250	501	0.093859
(103092,103591)(103100,103599)(103100,103600)	Mt	103350	501	0.092114
(103192,103691)(103200,103699)(103200,103700)	Mt	103450	501	0.094825
(103292,103791)(103300,103799)(103300,103800)	Mt	103550	501	0.093530
(103392,103891)(103400,103899)(103400,103900)	Mt	103650	501	0.098949
(103492,103991)(103500,103999)(103500,104000)	Mt	103750	501	0.104852
(103592,104091)(103600,104099)(103600,104100)	Mt	103850	501	0.106190
(103692,104191)(103700,104199)(103700,104200)	Mt	103950	501	0.103515
(103792,104291)(103800,104299)(103800,104300)	Mt	104050	501	0.108777
(103892,104391)(103900,104399)(103900,104400)	Mt	104150	501	0.104848
(103992,104491)(104000,104499)(104000,104500)	Mt	104250	501	0.108984
(104092,104591)(104100,104599)(104100,104600)	Mt	104350	501	0.108944
(104192,104691)(104200,104699)(104200,104700)	Mt	104450	501	0.108438
(104292,104791)(104300,104799)(104300,104800)	Mt	104550	501	0.103502
(104392,104891)(104400,104899)(104400,104900)	Mt	104650	501	0.105823
(104492,104991)(104500,104999)(104500,105000)	Mt	104750	501	0.100103
(104592,105091)(104600,105099)(104600,105100)	Mt	104850	501	0.100231
(104692,105191)(104700,105199)(104700,105200)	Mt	104950	501	0.104124
(104792,105291)(104800,105299)(104800,105300)	Mt	105050	501	0.104704
(104892,105391)(104900,105399)(104900,105400)	Mt	105150	501	0.101084
(104992,105491)(105000,105499)(105000,105500)	Mt	105250	501	0.097124
(105092,105591)(105100,105599)(105100,105600)	Mt	105350	501	0.099447
(105192,105691)(105200,105699)(105200,105700)	Mt	105450	501	0.100313
(105292,105791)(105300,105799)(105300,105800)	Mt	105550	501	0.108054
(105392,105891)(105400,105899)(105400,105900)	Mt	105650	501	0.106143
(105492,105991)(105500,105999)(105500,106000)	Mt	105750	501	0.107806
(105592,106091)(105600,106099)(105600,106100)	Mt	105850	501	0.117212
(105692,106191)(105700,106199)(105700,106200)	Mt	105950	501	0.109773
(105792,106291)(105800,106299)(105800,106300)	Mt	106050	501	0.102204
(105892,106391)(105900,106399)(105900,106400)	Mt	106150	501	0.102446
(105992,106491)(106000,106499)(106000,106500)	Mt	106250	501	0.100825
(106092,106591)(106100,106599)(106100,106600)	Mt	106350	501	0.089533
(106192,106691)(106200,106699)(106200,106700)	Mt	106450	501	0.094038
(106292,106791)(106300,106799)(106300,106800)	Mt	106550	501	0.088859
(106392,106891)(106400,106899)(106400,106900)	Mt	106650	501	0.094203
(106492,106991)(106500,106999)(106500,107000)	Mt	106750	501	0.096922
(106592,107091)(106600,107099)(106600,107100)	Mt	106850	501	0.102124
(106692,107191)(106700,107199)(106700,107200)	Mt	106950	501	0.096893
(106792,107291)(106800,107299)(106800,107300)	Mt	107050	501	0.095409
(106892,107391)(106900,107399)(106900,107400)	Mt	107150	501	0.091496
(106992,107491)(107000,107499)(107000,107500)	Mt	107250	501	0.092304
(107092,107591)(107100,107599)(107100,107600)	Mt	107350	501	0.101278
(107192,107691)(107200,107699)(107200,107700)	Mt	107450	501	0.107695
(107292,107791)(107300,107799)(107300,107800)	Mt	107550	501	0.122922
(107392,107891)(107400,107899)(107400,107900)	Mt	107650	501	0.120312
(107492,107991)(107500,107999)(107500,108000)	Mt	107750	501	0.116425
(107592,108091)(107600,108099)(107600,108100)	Mt	107850	501	0.115530
(107692,108191)(107700,108199)(107700,108200)	Mt	107950	501	0.117327
(107792,108291)(107800,108299)(107800,108300)	Mt	108050	501	0.113071
(107892,108391)(107900,108399)(107900,108400)	Mt	108150	501	0.107480
(107992,108491)(108000,108499)(108000,108500)	Mt	108250	501	0.106233
(108092,108591)(108100,108599)(108100,108600)	Mt	108350	501	0.096841
(108192,108691)(108200,108699)(108200,108700)	Mt	108450	501	0.091034
(108292,108791)(108300,108799)(108300,108800)	Mt	108550	501	0.082680
(108392,108891)(108400,108899)(108400,108900)	Mt	108650	501	0.093583
(108492,108991)(108500,108999)(108500,109000)	Mt	108750	501	0.104348
(108592,109091)(108600,109099)(108600,109100)	Mt	108850	501	0.098348
(108692,109191)(108700,109199)(108700,109200)	Mt	108950	501	0.105453
(108792,109291)(108800,109299)(108800,109300)	Mt	109050	501	0.108838
(108892,109391)(108900,109399)(108900,109400)	Mt	109150	501	0.110157
(108992,109491)(109000,109499)(109000,109500)	Mt	109250	501	0.105883
(109092,109591)(109100,109599)(109100,109600)	Mt	109350	501	0.114238
(109192,109691)(109200,109699)(109200,109700)	Mt	109450	501	0.114047
(109292,109791)(109300,109799)(109300,109800)	Mt	109550	501	0.121839
(109392,109891)(109400,109899)(109400,109900)	Mt	109650	501	0.119720
(109492,109991)(109500,109999)(109500,110000)	Mt	109750	501	0.113349
(109592,110091)(109600,110099)(109600,110100)	Mt	109850	501	0.108978
(109692,110191)(109700,110199)(109700,110200)	Mt	109950	501	0.107155
(109792,110291)(109800,110299)(109800,110300)	Mt	110050	501	0.101514
(109892,110391)(109900,110399)(109900,110400)	Mt	110150	501	0.097760
(109992,110491)(110000,110499)(110000,110500)	Mt	110250	501	0.106402
(110092,110591)(110100,110599)(110100,110600)	Mt	110350	501	0.122990
(110192,110691)(110200,110699)(110200,110700)	Mt	110450	501	0.119807
(110292,110791)(110300,110799)(110300,110800)	Mt	110550	501	0.125780
(110392,110891)(110400,110899)(110400,110900)	Mt	110650	501	0.130220
(110492,110991)(110500,110999)(110500,111000)	Mt	110750	501	0.121317
(110592,111091)(110600,111099)(110600,111100)	Mt	110850	501	0.106424
(110692,111191)(110700,111199)(110700,111200)	Mt	110950	501	0.109158
(110792,111291)(110800,111299)(110800,111300)	Mt	111050	501	0.106257
(110892,111391)(110900,111399)(110900,111400)	Mt	111150	501	0.098952
(110992,111491)(111000,111499)(111000,111500)	Mt	111250	501	0.101764
(111092,111591)(111100,111599)(111100,111600)	Mt	111350	501	0.094706
(111192,111691)(111200,111699)(111200,111700)	Mt	111450	501	0.091317
(111292,111791)(111300,111799)(111300,111800)	Mt	111550	501	0.089214
(111392,111891)(111400,111899)(111400,111900)	Mt	111650	501	0.087508
(111492,111991)(111500,111999)(111500,112000)	Mt	111750	501	0.090839
(111592,112091)(111600,112099)(111600,112100)	Mt	111850	501	0.091221
(111692,112191)(111700,112199)(111700,112200)	Mt	111950	501	0.106457
(111792,112291)(111800,112299)(111800,112300)	Mt	112050	501	0.104009
(111892,112391)(111900,112399)(111900,112400)	Mt	112150	501	0.108428
(111992,112491)(112000,112499)(112000,112500)	Mt	112250	501	0.106812
(112092,112591)(112100,112599)(112100,112600)	Mt	112350	501	0.113909
(112192,112691)(112200,112699)(112200,112700)	Mt	112450	501	0.104739
(112292,112791)(112300,112799)(112300,112800)	Mt	112550	501	0.112692
(112392,112891)(112400,112899)(112400,112900)	Mt	112650	501	0.118000
(112492,112991)(112500,112999)(112500,113000)	Mt	112750	501	0.116824
(112592,113091)(112600,113099)(112600,113100)	Mt	112850	501	0.113252
(112692,113191)(112700,113199)(112700,113200)	Mt	112950	501	0.111770
(112792,113291)(112800,113299)(112800,113300)	Mt	113050	501	0.104433
(112892,113391)(112900,113399)(112900,113400)	Mt	113150	501	0.097765
(112992,113491)(113000,113499)(113000,113500)	Mt	113250	501	0.101170
(113092,113591)(113100,113599)(113100,113600)	Mt	113350	501	0.103373
(113192,113691)(113200,113699)(113200,113700)	Mt	113450	501	0.098428
(113292,113791)(113300,113799)(113300,113800)	Mt	113550	501	0.095585
(113392,113891)(113400,113899)(113400,113900)	Mt	113650	501	0.098736
(113492,113991)(113500,113999)(113500,114000)	Mt	113750	501	0.100598
(113592,114091)(113600,114099)(113600,114100)	Mt	113850	501	0.097882
(113692,114191)(113700,114199)(113700,114200)	Mt	113950	501	0.098547
(113792,114291)(113800,114299)(113800,114300)	Mt	114050	501	0.105090
(113892,114391)(113900,114399)(113900,114400)	Mt	114150	501	0.104189
(113992,114491)(114000,114499)(114000,114500)	Mt	114250	501	0.088809
(114092,114591)(114100,114599)(114100,114600)	Mt	114350	501	0.077292
(114192,114691)(114200,114699)(114200,114700)	Mt	114450	501	0.114361
(114292,114791)(114300,114799)(114300,114800)	Mt	114550	501	0.135056
(114392,114891)(114400,114899)(114400,114900)	Mt	114650	501	0.158068
(114492,114991)(114500,114999)(114500,115000)	Mt	114750	501	0.159779
(114592,115091)(114600,115099)(114600,115100)	Mt	114850	501	0.161648
(114692,115191)(114700,115199)(114700,115200)	Mt	114950	501	0.161993
(114792,115291)(114800,115299)(114800,115300)	Mt	115050	501	0.152241
(114892,115391)(114900,115399)(114900,115400)	Mt	115150	501	0.118363
(114992,115491)(115000,115499)(115000,115500)	Mt	115250	501	0.118313
(115092,115591)(115100,115599)(115100,115600)	Mt	115350	501	0.230965
(115192,115691)(115200,115699)(115200,115700)	Mt	115450	501	0.222431
(115292,115791)(115300,115799)(115300,115800)	Mt	115550	501	0.223311
(115392,115891)(115400,115899)(115400,115900)	Mt	115650	501	0.226384
(115492,115991)(115500,115999)(115500,116000)	Mt	115750	501	0.224239
(115592,116091)(115600,116099)(115600,116100)	Mt	115850	501	0.123205
(115692,116191)(115700,116199)(115700,116200)	Mt	115950	501	0.114937
(115792,116291)(115800,116299)(115800,116300)	Mt	116050	501	0.115218
(115892,116391)(115900,116399)(115900,116400)	Mt	116150	501	0.119429
(115992,116491)(116000,116499)(116000,116500)	Mt	116250	501	0.118668
(116092,116591)(116100,116599)(116100,116600)	Mt	116350	501	0.117759
(116192,116691)(116200,116699)(116200,116700)	Mt	116450	501	0.120063
(116292,116791)(116300,116799)(116300,116800)	Mt	116550	501	0.135134
(116392,116891)(116400,116899)(116400,116900)	Mt	116650	501	0.132978
(116492,116991)(116500,116999)(116500,117000)	Mt	116750	501	0.132349
(116592,117091)(116600,117099)(116600,117100)	Mt	116850	501	0.136173
(116692,117191)(116700,117199)(116700,117200)	Mt	116950	501	0.134624
(116792,117291)(116800,117299)(116800,117300)	Mt	117050	501	0.121936
(116892,117391)(116900,117399)(116900,117400)	Mt	117150	501	0.118635
(116992,117491)(117000,117499)(117000,117500)	Mt	117250	501	0.124434
(117092,117591)(117100,117599)(117100,117600)	Mt	117350	501	0.122154
(117192,117691)(117200,117699)(117200,117700)	Mt	117450	501	0.125289
(117292,117791)(117300,117799)(117300,117800)	Mt	117550	501	0.124486
(117392,117891)(117400,117899)(117400,117900)	Mt	117650	501	0.127106
(117492,117991)(117500,117999)(117500,118000)	Mt	117750	501	0.120719
(117592,118091)(117600,118099)(117600,118100)	Mt	117850	501	0.122071
(117692,118191)(117700,118199)(117700,118200)	Mt	117950	501	0.120804
(117792,118291)(117800,118299)(117800,118300)	Mt	118050	501	0.122276
(117892,118391)(117900,118399)(117900,118400)	Mt	118150	501	0.122071
(117992,118491)(118000,118499)(118000,118500)	Mt	118250	501	0.121817
(118092,118591)(118100,118599)(118100,118600)	Mt	118350	501	0.121367
(118192,118691)(118200,118699)(118200,118700)	Mt	118450	501	0.120467
(118292,118791)(118300,118799)(118300,118800)	Mt	118550	501	0.130968
(118392,118891)(118400,118899)(118400,118900)	Mt	118650	501	0.137042
(118492,118991)(118500,118999)(118500,119000)	Mt	118750	501	0.138548
(118592,119091)(118600,119099)(118600,119100)	Mt	118850	501	0.136113
(118692,119191)(118700,119199)(118700,119200)	Mt	118950	501	0.134555
(118792,119291)(118800,119299)(118800,119300)	Mt	119050	501	0.124651
(118892,119391)(118900,119399)(118900,119400)	Mt	119150	501	0.113654
(118992,119491)(119000,119499)(119000,119500)	Mt	119250	501	0.112880
(119092,119591)(119100,119599)(119100,119600)	Mt	119350	501	0.123430
(119192,119691)(119200,119699)(119200,119700)	Mt	119450	501	0.122631
(119292,119791)(119300,119799)(119300,119800)	Mt	119550	501	0.123794
(119392,119891)(119400,119899)(119400,119900)	Mt	119650	501	0.136998
(119492,119991)(119500,119999)(119500,120000)	Mt	119750	501	0.136831
(119592,120091)(119600,120099)(119600,120100)	Mt	119850	501	0.131455
(119692,120191)(119700,120199)(119700,120200)	Mt	119950	501	0.137399
(119792,120291)(119800,120299)(119800,120300)	Mt	120050	501	0.137690
(119892,120391)(119900,120399)(119900,120400)	Mt	120150	501	0.127706
(119992,120491)(120000,120499)(120000,120500)	Mt	120250	501	0.128044
(120092,120591)(120100,120599)(120100,120600)	Mt	120350	501	0.127638
(120192,120691)(120200,120699)(120200,120700)	Mt	120450	501	0.118008
(120292,120791)(120300,120799)(120300,120800)	Mt	120550	501	0.116470
(120392,120891)(120400,120899)(120400,120900)	Mt	120650	501	0.113172
(120492,120991)(120500,120999)(120500,121000)	Mt	120750	501	0.211917
(120592,121091)(120600,121099)(120600,121100)	Mt	120850	501	0.204879
(120692,121191)(120700,121199)(120700,121200)	Mt	120950	501	0.237640
(120792,121291)(120800,121299)(120800,121300)	Mt	121050	501	0.242839
(120892,121391)(120900,121399)(120900,121400)	Mt	121150	501	0.242552
(120992,121491)(121000,121499)(121000,121500)	Mt	121250	501	0.206999
(121092,121591)(121100,121599)(121100,121600)	Mt	121350	501	0.215171
(121192,121691)(121200,121699)(121200,121700)	Mt	121450	501	0.152049
(121292,121791)(121300,121799)(121300,121800)	Mt	121550	501	0.126877
(121392,121891)(121400,121899)(121400,121900)	Mt	121650	501	0.129842
(121492,121991)(121500,121999)(121500,122000)	Mt	121750	501	0.159565
(121592,122091)(121600,122099)(121600,122100)	Mt	121850	501	0.156223
(121692,122191)(121700,122199)(121700,122200)	Mt	121950	501	0.156903
(121792,122291)(121800,122299)(121800,122300)	Mt	122050	501	0.157519
(121892,122391)(121900,122399)(121900,122400)	Mt	122150	501	0.157078
(121992,122491)(122000,122499)(122000,122500)	Mt	122250	501	0.120843
(122092,122591)(122100,122599)(122100,122600)	Mt	122350	501	0.123043
(122192,122691)(122200,122699)(122200,122700)	Mt	122450	501	0.142386
(122292,122791)(122300,122799)(122300,122800)	Mt	122550	501	0.142927
(122392,122891)(122400,122899)(122400,122900)	Mt	122650	501	0.140931
(122492,122991)(122500,122999)(122500,123000)	Mt	122750	501	0.144050
(122592,123091)(122600,123099)(122600,123100)	Mt	122850	501	0.140954
(122692,123191)(122700,123199)(122700,123200)	Mt	122950	501	0.129645
(122792,123291)(122800,123299)(122800,123300)	Mt	123050	501	0.127122
(122892,123391)(122900,123399)(122900,123400)	Mt	123150	501	0.127134
(122992,123491)(123000,123499)(123000,123500)	Mt	123250	501	0.119399
(123092,123591)(123100,123599)(123100,123600)	Mt	123350	501	0.126445
(123192,123691)(123200,123699)(123200,123700)	Mt	123450	501	0.124237
(123292,123791)(123300,123799)(123300,123800)	Mt	123550	501	0.127431
(123392,123891)(123400,123899)(123400,123900)	Mt	123650	501	0.126742
(123492,123991)(123500,123999)(123500,124000)	Mt	123750	501	0.132792
(123592,124091)(123600,124099)(123600,124100)	Mt	123850	501	0.127489
(123692,124191)(123700,124199)(123700,124200)	Mt	123950	501	0.126135
(123792,124291)(123800,124299)(123800,124300)	Mt	124050	501	0.125559
(123892,124391)(123900,124399)(123900,124400)	Mt	124150	501	0.127749
(123992,124491)(124000,124499)(124000,124500)	Mt	124250	501	0.144301
(124092,124591)(124100,124599)(124100,124600)	Mt	124350	501	0.146481
(124192,124691)(124200,124699)(124200,124700)	Mt	124450	501	0.147384
(124292,124791)(124300,124799)(124300,124800)	Mt	124550	501	0.147434
(124392,124891)(124400,124899)(124400,124900)	Mt	124650	501	0.160283
(124492,124991)(124500,124999)(124500,125000)	Mt	124750	501	0.143057
(124592,125091)(124600,125099)(124600,125100)	Mt	124850	501	0.143565
(124692,125191)(124700,125199)(124700,125200)	Mt	124950	501	0.142385
(124792,125291)(124800,125299)(124800,125300)	Mt	125050	501	0.142043
(124892,125391)(124900,125399)(124900,125400)	Mt	125150	501	0.121521
(124992,125491)(125000,125499)(125000,125500)	Mt	125250	501	0.119382
(125092,125591)(125100,125599)(125100,125600)	Mt	125350	501	0.113544
(125192,125691)(125200,125699)(125200,125700)	Mt	125450	501	0.113602
(125292,125791)(125300,125799)(125300,125800)	Mt	125550	501	0.133709
(125392,125891)(125400,125899)(125400,125900)	Mt	125650	501	0.130705
(125492,125991)(125500,125999)(125500,126000)	Mt	125750	501	0.130838
(125592,126091)(125600,126099)(125600,126100)	Mt	125850	501	0.134835
(125692,126191)(125700,126199)(125700,126200)	Mt	125950	501	0.150716
(125792,126291)(125800,126299)(125800,126300)	Mt	126050	501	0.141082
(125892,126391)(125900,126399)(125900,126400)	Mt	126150	501	0.144262
(125992,126491)(126000,126499)(126000,126500)	Mt	126250	501	0.147938
(126092,126591)(126100,126599)(126100,126600)	Mt	126350	501	0.148608
(126192,126691)(126200,126699)(126200,126700)	Mt	126450	501	0.135145
(126292,126791)(126300,126799)(126300,126800)	Mt	126550	501	0.135991
(126392,126891)(126400,126899)(126400,126900)	Mt	126650	501	0.135539
(126492,126991)(126500,126999)(126500,127000)	Mt	126750	501	0.132162
(126592,127091)(126600,127099)(126600,127100)	Mt	126850	501	0.125817
(126692,127191)(126700,127199)(126700,127200)	Mt	126950	501	0.123588
(126792,127291)(126800,127299)(126800,127300)	Mt	127050	501	0.147911
(126892,127391)(126900,127399)(126900,127400)	Mt	127150	501	0.180806
(126992,127491)(127000,127499)(127000,127500)	Mt	127250	501	0.185956
(127092,127591)(127100,127599)(127100,127600)	Mt	127350	501	0.182998
(127192,127691)(127200,127699)(127200,127700)	Mt	127450	501	0.182617
(127292,127791)(127300,127799)(127300,127800)	Mt	127550	501	0.164623
(127392,127891)(127400,127899)(127400,127900)	Mt	127650	501	0.132829
(127492,127991)(127500,127999)(127500,128000)	Mt	127750	501	0.129996
(127592,128091)(127600,128099)(127600,128100)	Mt	127850	501	0.130807
(127692,128191)(127700,128199)(127700,128200)	Mt	127950	501	0.128180
(127792,128291)(127800,128299)(127800,128300)	Mt	128050	501	0.120849
(127892,128391)(127900,128399)(127900,128400)	Mt	128150	501	0.120446
(127992,128491)(128000,128499)(128000,128500)	Mt	128250	501	0.120062
(128092,128591)(128100,128599)(128100,128600)	Mt	128350	501	0.125249
(128192,128691)(128200,128699)(128200,128700)	Mt	128450	501	0.173256
(128292,128791)(128300,128799)(128300,128800)	Mt	128550	501	0.174275
(128392,128891)(128400,128899)(128400,128900)	Mt	128650	501	0.177531
(128492,128991)(128500,128999)(128500,129000)	Mt	128750	501	0.181772
(128592,129091)(128600,129099)(128600,129100)	Mt	128850	501	0.180820
(128692,129191)(128700,129199)(128700,129200)	Mt	128950	501	0.132612
(128792,129291)(128800,129299)(128800,129300)	Mt	129050	501	0.135020
(128892,129391)(128900,129399)(128900,129400)	Mt	129150	501	0.134045
(128992,129491)(129000,129499)(129000,129500)	Mt	129250	501	0.129721
(129092,129591)(129100,129599)(129100,129600)	Mt	129350	501	0.127513
(129192,129691)(129200,129699)(129200,129700)	Mt	129450	501	0.126146
(129292,129791)(129300,129799)(129300,129800)	Mt	129550	501	0.161250
(129392,129891)(129400,129899)(129400,129900)	Mt	129650	501	0.163436
(129492,129991)(129500,129999)(129500,130000)	Mt	129750	501	0.136239
(129592,130091)(129600,130099)(129600,130100)	Mt	129850	501	0.097658
(129692,130191)(129700,130199)(129700,130200)	Mt	129950	501	0.103235
(129792,130291)(129800,130299)(129800,130300)	Mt	130050	501	0.094107
(129892,130391)(129900,130399)(129900,130400)	Mt	130150	501	0.096207
(129992,130491)(130000,130499)(130000,130500)	Mt	130250	501	0.103787
(130092,130591)(130100,130599)(130100,130600)	Mt	130350	501	0.112131
(130192,130691)(130200,130699)(130200,130700)	Mt	130450	501	0.106198
(130292,130791)(130300,130799)(130300,130800)	Mt	130550	501	0.113483
(130392,130891)(130400,130899)(130400,130900)	Mt	130650	501	0.116147
(130492,130991)(130500,130999)(130500,131000)	Mt	130750	501	0.110506
(130592,131091)(130600,131099)(130600,131100)	Mt	130850	501	0.106186
(130692,131191)(130700,131199)(130700,131200)	Mt	130950	501	0.111480
(130792,131291)(130800,131299)(130800,131300)	Mt	131050	501	0.112084
(130892,131391)(130900,131399)(130900,131400)	Mt	131150	501	0.114414
(130992,131491)(131000,131499)(131000,131500)	Mt	131250	501	0.112256
(131092,131591)(131100,131599)(131100,131600)	Mt	131350	501	0.107825
(131192,131691)(131200,131699)(131200,131700)	Mt	131450	501	0.105640
(131292,131791)(131300,131799)(131300,131800)	Mt	131550	501	0.108335
(131392,131891)(131400,131899)(131400,131900)	Mt	131650	501	0.102040
(131492,131991)(131500,131999)(131500,132000)	Mt	131750	501	0.102762
(131592,132091)(131600,132099)(131600,132100)	Mt	131850	501	0.112171
(131692,132191)(131700,132199)(131700,132200)	Mt	131950	501	0.112421
(131792,132291)(131800,132299)(131800,132300)	Mt	132050	501	0.108272
(131892,132391)(131900,132399)(131900,132400)	Mt	132150	501	0.102933
(131992,132491)(132000,132499)(132000,132500)	Mt	132250	501	0.099165
(132092,132591)(132100,132599)(132100,132600)	Mt	132350	501	0.090336
(132192,132691)(132200,132699)(132200,132700)	Mt	132450	501	0.093968
(132292,132791)(132300,132799)(132300,132800)	Mt	132550	501	0.088645
(132392,132891)(132400,132899)(132400,132900)	Mt	132650	501	0.100878
(132492,132991)(132500,132999)(132500,133000)	Mt	132750	501	0.111016
(132592,133091)(132600,133099)(132600,133100)	Mt	132850	501	0.113961
(132692,133191)(132700,133199)(132700,133200)	Mt	132950	501	0.118458
(132792,133291)(132800,133299)(132800,133300)	Mt	133050	501	0.123369
(132892,133391)(132900,133399)(132900,133400)	Mt	133150	501	0.119886
(132992,133491)(133000,133499)(133000,133500)	Mt	133250	501	0.113920
(133092,133591)(133100,133599)(133100,133600)	Mt	133350	501	0.115010
(133192,133691)(133200,133699)(133200,133700)	Mt	133450	501	0.113923
(133292,133791)(133300,133799)(133300,133800)	Mt	133550	501	0.114997
(133392,133891)(133400,133899)(133400,133900)	Mt	133650	501	0.107003
(133492,133991)(133500,133999)(133500,134000)	Mt	133750	501	0.107280
(133592,134091)(133600,134099)(133600,134100)	Mt	133850	501	0.112855
(133692,134191)(133700,134199)(133700,134200)	Mt	133950	501	0.109980
(133792,134291)(133800,134299)(133800,134300)	Mt	134050	501	0.101414
(133892,134391)(133900,134399)(133900,134400)	Mt	134150	501	0.107404
(133992,134491)(134000,134499)(134000,134500)	Mt	134250	501	0.110429
(134092,134591)(134100,134599)(134100,134600)	Mt	134350	501	0.101865
(134192,134691)(134200,134699)(134200,134700)	Mt	134450	501	0.105610
(134292,134791)(134300,134799)(134300,134800)	Mt	134550	501	0.106868
(134392,134891)(134400,134899)(134400,134900)	Mt	134650	501	0.110501
(134492,134991)(134500,134999)(134500,135000)	Mt	134750	501	0.107325
(134592,135091)(134600,135099)(134600,135100)	Mt	134850	501	0.109856
(134692,135191)(134700,135199)(134700,135200)	Mt	134950	501	0.103130
(134792,135291)(134800,135299)(134800,135300)	Mt	135050	501	0.111856
(134892,135391)(134900,135399)(134900,135400)	Mt	135150	501	0.109912
(134992,135491)(135000,135499)(135000,135500)	Mt	135250	501	0.109739
